"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"1166","Vetsch 12","urea","nitrapyrin",11.23,0.45,3,11.42,0.35,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",0.0167774354775123,0.00084833438017028,768.882404139662
"1170","Vetsch 12","urea","nitrapyrin",14.24,0.45,3,14.24,0.25,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",0,0.000435616820266801,1126.28917951121
"1172","Vetsch 12","urea","nitrapyrin",13.92,0.08,3,15.12,0.52,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",0.0826917158451132,0.000405269033361482,1166.14858599749
"1176","Vetsch 12","urea","nitrapyrin",12.135,0.77884529914483,6,12.325,0.257390753524675,6,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0155358807501891,0.000759236762271934,825.428898363974
"1177","Vetsch 12","urea","nitrapyrin",12.29,0.54,3,12.325,0.257390753524675,6,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0028437963508103,0.00071620834191905,855.825156233472
"1178","Vetsch 12","urea","nitrapyrin",12.7,0.394588393138977,6,12.705,0.288617393793236,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.000393623307581773,0.000246899423567356,1430.29995189505
"1179","Vetsch 12","urea","nitrapyrin",12.79,0.33,3,12.705,0.288617393793236,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.00666799881862386,0.000307913308858182,1315.49879616008
"1182","Vetsch 12","urea","nitrapyrin",9.66,0.33,3,9.66,0.38,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/16/13","Waseca","CS","tilled",0,0.000904814771949528,736.881992398685
"1184","Vetsch 12","urea","nitrapyrin",11.23,0.35,3,10.85,0.15,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/16/13","Waseca","CS","tilled",-0.0344236887638833,0.000387493099882797,1190.83383266361
"1194","Vetsch 12","urea","nitrapyrin",12.29,0.54,3,12.73,0.1,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0351754889913718,0.000664090082027389,895.780662530416
"1196","Vetsch 12","urea","nitrapyrin",12.79,0.33,3,13.05,0.21,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0201245181779512,0.000308221201830795,1314.96619167577
"1200","Vetsch 12","urea","nitrapyrin",9.97,0.79,3,9.85,0.11,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/13/13","Waseca","CS","tilled",-0.0121091287897496,0.00213444284108466,386.593335193223
"1202","Vetsch 12","urea","nitrapyrin",10.79,0.25,3,11.23,0.63,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/13/13","Waseca","CS","tilled",0.0399689894803087,0.00122800348655327,595.146658700879
"1206","Vetsch 12","urea","nitrapyrin",10.98,0.87,3,11.16,0.76,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/24/13","Waseca","CS","tilled",0.0162605208717803,0.00363861323751736,244.446908077864
"1208","Vetsch 12","urea","nitrapyrin",11.79,0.81,3,11.42,0.25,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/24/13","Waseca","CS","tilled",-0.0318855103214153,0.00173307962282462,457.595903988554
