"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"2882","Ebelhar 07","UAN","thiosulfate",7.58,0.44,4,6.67,0.28,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.91,0.068,5.84080061702612
"2892","Ebelhar 07","UAN","thiosulfate",8.13,0.76,4,7.22,0.98,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.910000000000001,0.3845,2.05040130285354
"2902","Ebelhar 07","UAN","thiosulfate",8.75,0.74,4,8.3,0.58,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.449999999999999,0.221,3.08442624956057
"2912","Ebelhar 07","UAN","thiosulfate",8.36,0.29,4,8.52,1.32,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.16,0.456625,1.78624248629357
"3282","Ebelhar 07","UAN","thiosulfate",8.52,0.68,4,8.47,1.31,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.0499999999999989,0.544625,1.54360434063056
"3292","Ebelhar 07","UAN","thiosulfate",10.63,1.27,4,11.06,0.49,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.43,0.46325,1.76535156920156
"3302","Ebelhar 07","UAN","thiosulfate",11.82,0.66,4,11.11,0.53,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.710000000000001,0.179125,3.54189918514652
"3312","Ebelhar 07","UAN","thiosulfate",12.26,1,4,11.42,0.59,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.84,0.337025,2.27151714633483
"3732","Ebelhar 07","UAN","thiosulfate",7.16,1.19,4,8.48,1.13,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",1.32,0.67325,1.28789733655092
"3742","Ebelhar 07","UAN","thiosulfate",9.63,1.03,4,10.19,1.6,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.559999999999999,0.905225,0.99163613891412
"3752","Ebelhar 07","UAN","thiosulfate",11.5,1.17,4,11.73,0.8,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.23,0.502225,1.65170659493253
"3762","Ebelhar 07","UAN","thiosulfate",11.9,0.33,4,11.29,0.84,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.610000000000001,0.203625,3.25908693025318
"4132","Ebelhar 07","UAN","thiosulfate",8.07,0.85,4,8.84,1.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.77,0.728225,1.20274070167117
"4142","Ebelhar 07","UAN","thiosulfate",8.92,1.15,4,10.21,1.06,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",1.29,0.611525,1.39912111773641
"4152","Ebelhar 07","UAN","thiosulfate",9.08,1.17,4,10.03,0.93,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.949999999999999,0.55845,1.51135159875321
"4162","Ebelhar 07","UAN","thiosulfate",9.51,0.57,4,9.74,1.03,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.23,0.34645,2.22390544545008
"4582","Ebelhar 07","UAN","thiosulfate",9.35,0.49,4,8.75,0.5,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.6,0.122525,4.42998486987253
"4592","Ebelhar 07","UAN","thiosulfate",10.26,0.23,4,9.98,0.64,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.279999999999999,0.115625,4.56966535367494
"4612","Ebelhar 07","UAN","thiosulfate",10.11,0.57,4,10.05,0.58,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.0599999999999987,0.165325,3.72391760734482
"572","Halvorson 11","UAN","S.R",12.97,0.638,3,13.21,0.299,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","strip tilled",0.24,0.165481666666667,3.72144488819229
"581","Halvorson 11","UAN","S.R",16.64,0.972,3,16.05,0.078,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","strip tilled",-0.59,0.316956,2.37989181805092
"1042","Randall 12 Esp","UAN","nitrapyrin",12.23,0.78,4,12.17,0.53,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",-0.0600000000000005,0.222325,4.49791971213314
"1130","Vetsch/Randall  11","UAN","nitrapyrin",8.78,0.77,3,8.47,0.89,3,134.4,0,0,134.4,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/5/11","Waseca","CS","tilled",-0.309999999999999,0.461666666666667,2.16606498194946
"1144","Vetsch 12","UAN","nitrapyrin",10.91,0.91,3,10.66,0.81,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/12/12","Le Sueur","CS","tilled",-0.25,0.494733333333333,2.02129093114136
"1150","Vetsch 12","UAN","nitrapyrin",14.24,0.43,3,13.92,0.76,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/11/12","Waseca","CS","tilled",-0.32,0.254166666666667,3.9344262295082
"1156","Vetsch 12","UAN","nitrapyrin",10.29,0.15,3,11.1,1.46,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/1/12","Le Sueur","CS","tilled",0.81,0.718033333333333,1.39269300403881
"1162","Vetsch 12","UAN","nitrapyrin",14.11,0.72,3,13.99,0.38,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/24/12","Waseca","CS","tilled",-0.119999999999999,0.220933333333333,4.52625226312613
"1168","Vetsch 12","UAN","nitrapyrin",10.54,0.35,3,10.73,0.98,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",0.190000000000001,0.360966666666667,2.77033890479269
"1174","Vetsch 12","UAN","nitrapyrin",13.99,0.38,3,14.49,0.72,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",0.5,0.220933333333333,4.52625226312613
"1180","Vetsch 12","UAN","nitrapyrin",11.32,0.788321000608255,6,11.195,0.384512678594608,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.125,0.128216666666667,7.79929806317431
"11811","Vetsch 12","UAN","nitrapyrin",11.73,1.02,3,11.195,0.384512678594608,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.535,0.371441666666667,2.69221277454961
"1186","Vetsch 12","UAN","nitrapyrin",9.03,0.24,3,9.53,1.03,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/16/13","Waseca","CS","tilled",0.5,0.372833333333333,2.68216361198033
"1198","Vetsch 12","UAN","nitrapyrin",11.73,1.02,3,11.79,0.29,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0599999999999987,0.374833333333333,2.66785237883504
"1204","Vetsch 12","UAN","nitrapyrin",9.41,0.81,3,10.29,0.51,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/13/13","Waseca","CS","tilled",0.879999999999999,0.3054,3.27439423706614
"1210","Vetsch 12","UAN","nitrapyrin",10.35,0.5,3,9.91,0.24,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/24/13","Waseca","CS","tilled",-0.44,0.102533333333333,9.75292587776333
