"","Author","Source","Inhibitor","Name","ratetot","ratetot.source","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","dateN","datesplit","datesplit2","fallorspring","place","place2","slope","dateplant","dateharvest","state","country","county","LRR","MLRA","lat","lon","rot","till","MAP.worldclim..mm.","MAT","sseries","sclass","sorder","stext","stextgrp","sand","clay","pH","pHmeth","SOM","SOC","bulkdensity","WFPS","tempmax","tempmin","precipann","preciprep","precipest","irrig","irrigapp","drainage","n2o.days","n2o","n2o.source","n2o.n","n2o.sd","n2o.sd.source","n2o.se","n2o.se.source","n2o.per","n2o.yldsc","n2o.yldsc.source","n2o.yldsc.se","n2o.yldsc.se..source","yld","yield.source","yld.n","yld.sd","yld.sd.source","yld.se","yld.se.source","NUE","plotsize.m2","leach","leach.source","leach.n","leach.sd","leach.sd.source","leach.se","leach.se.source","leach.yldsc","leach.yldsc.se","reps","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9"
"236","Ebelhar 07","urea","PCF","ESN",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.46,"author",4,0.62,"calc/raw data","0.31","calc/raw data","10.75",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Ebelhar 07","urea","NBPT+DCD","Super U",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",6.67,"author",4,0.38,"calc/raw data","0.19","calc/raw data","13.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Ebelhar 07","urea","NBPT+DCD","Super U",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.52,"author",4,0.78,"calc/raw data","0.39","calc/raw data","13.67",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Ebelhar 07","urea","NBPT+DCD","Super U",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.07,"author",4,0.74,"calc/raw data","0.37","calc/raw data","12.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Ebelhar 07","urea","NBPT+DCD","Super U",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.94,"author",4,2.03,"calc/raw data","1.02","calc/raw data","12.75",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Ebelhar 07","urea","none","urea",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.75,"author",4,0.35,"calc/raw data","0.18","calc/raw data","31.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Ebelhar 07","urea","none","urea",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.97,"author",4,0.64,"calc/raw data","0.32","calc/raw data","17.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Ebelhar 07","urea","none","urea",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.11,"author",4,0.73,"calc/raw data","0.37","calc/raw data","12.39",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Ebelhar 07","urea","none","urea",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.36,"author",4,1.27,"calc/raw data","0.64","calc/raw data","10.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Ebelhar 07","urea","NBPT","urea+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.17,"author",4,0.71,"calc/raw data","0.35","calc/raw data","38.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Ebelhar 07","urea","NBPT","urea+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.45,"author",4,0.88,"calc/raw data","0.44","calc/raw data","21.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Ebelhar 07","urea","NBPT","urea+Agrotain",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.73,"author",4,0.48,"calc/raw data","0.24","calc/raw data","21.39",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Ebelhar 07","urea","NBPT","urea+Agrotain",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.76,"author",4,1.39,"calc/raw data","0.7","calc/raw data","12",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Ebelhar 07","urea","PCF","ESN",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.15,"author",4,0.61,"calc/raw data","0.31","calc/raw data","37.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Ebelhar 07","urea","PCF","ESN",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.38,"author",4,0.42,"calc/raw data","0.21","calc/raw data","20.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Ebelhar 07","urea","PCF","ESN",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9,"author",4,0.13,"calc/raw data","0.06","calc/raw data","17.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Ebelhar 07","urea","PCF","ESN",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.42,"author",4,1.21,"calc/raw data","0.6","calc/raw data","10.58",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Ebelhar 07","urea","NBPT+DCD","Super U",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.46,"author",4,0.72,"calc/raw data","0.36","calc/raw data","43",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Ebelhar 07","urea","NBPT+DCD","Super U",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.87,"author",4,0.93,"calc/raw data","0.47","calc/raw data","24.92",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Ebelhar 07","urea","NBPT+DCD","Super U",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.24,"author",4,0.42,"calc/raw data","0.21","calc/raw data","18.67",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Ebelhar 07","urea","NBPT+DCD","Super U",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.31,"author",4,1.16,"calc/raw data","0.58","calc/raw data","10.13",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Ebelhar 07","urea","none","urea",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.12,"author",4,0.7,"calc/raw data","0.35","calc/raw data","55.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Ebelhar 07","urea","none","urea",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.8,"author",4,0.87,"calc/raw data","0.44","calc/raw data","41.92",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Ebelhar 07","urea","none","urea",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.39,"author",4,0.68,"calc/raw data","0.34","calc/raw data","31.22",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Ebelhar 07","urea","NBPT","urea+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.65,"author",4,0.91,"calc/raw data","0.46","calc/raw data","48",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Ebelhar 07","urea","NBPT","urea+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.53,"author",4,0.87,"calc/raw data","0.43","calc/raw data","48",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Ebelhar 07","urea","NBPT","urea+Agrotain",201,"author",0,0,201,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.81,"author",4,1.25,"calc/raw data","0.63","calc/raw data","33.56",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Ebelhar 07","urea","NBPT","urea+Agrotain",268,"author",0,0,268,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",12.16,"author",4,1.1,"calc/raw data","0.55","calc/raw data","26.63",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Ebelhar 07","urea","PCF","ESN",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.19,"author",4,1.18,"calc/raw data","0.59","calc/raw data","57",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Ebelhar 07","urea","PCF","ESN",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.05,"author",4,1.14,"calc/raw data","0.57","calc/raw data","44",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Ebelhar 07","urea","PCF","ESN",201,"author",0,0,201,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.57,"author",4,0.83,"calc/raw data","0.41","calc/raw data","32.22",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Ebelhar 07","urea","PCF","ESN",268,"author",0,0,268,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.5,"author",4,0.93,"calc/raw data","0.46","calc/raw data","23.88",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Ebelhar 07","urea","NBPT+DCD","Super U",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.25,"author",4,0.85,"calc/raw data","0.43","calc/raw data","58",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Ebelhar 07","urea","NBPT+DCD","Super U",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.04,"author",4,1.04,"calc/raw data","0.52","calc/raw data","43.92",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Ebelhar 07","urea","NBPT+DCD","Super U",201,"author",0,0,201,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",12.05,"author",4,0.63,"calc/raw data","0.31","calc/raw data","34.89",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
